"brand_search","food_code","product_name","maker","category_1","category_3","serving_size","calories","protein_g","sugar_g","sodium_mg","saturated_fat_g","report_number","updated_at"
"피코크","P116-302030200-1232","피코크 유기농 군밤","TANGSHANHUARIMEIFOODSCO,.LTD","농산가공식품류","땅콩 또는 견과류가공품","100g","200.000","4.00","11.00","0.00","0.20","21CN2EU00D2","2026-05-07"
"피코크","P101-203000200-3587","피코크 자일리톨 캔디 레몬향","XYLITOL PRODUCTS LTD","과자류·빵류 또는 떡류","캔디류","100g","242.000","0.00","0.00","0.00","0.00","25GB0CM00D6","2026-05-07"
"피코크","P101-203000200-3588","피코크 자일리톨 캔디 민트향","XYLITOL PRODUCTS LTD","과자류·빵류 또는 떡류","캔디류","100g","239.000","0.00","0.00","0.00","0.00","25GB0CL00D9","2026-05-07"
"피코크","P120-104010400-1866","피코크 쫄깃한 꼬치어묵","㈜늘푸른바다","수산가공식품류","어묵","100g","210.000","10.90","8.90","1,456.000","1.00","199601444061013","2026-05-07"
"피코크","P120-104010400-1867","피코크 쫄깃한 꼬치어묵 사각","㈜늘푸른바다","수산가공식품류","어묵","100g","222.000","12.20","3.30","856.000","1.20","199601444061030","2026-05-07"
"피코크","P117-100010100-1560","피코크 훈제 삼겹 슬라이스","주식회사 유피에프앤비 농업회사법인","식육가공품 및 포장육","햄","100g","328.000","16.00","1.00","436.000","10.00","2021048000590","2026-05-07"
"피코크","P117-100010100-1561","피코크 훈제 삼겹 슬라이스","주식회사 유피에프앤비 농업회사법인","식육가공품 및 포장육","햄","100g","328.000","16.00","1.00","436.000","10.00","2021048000595","2026-05-07"
"피코크","P101-409000400-1201","피코크마몰로당근케이크","천일식품㈜","과자류·빵류 또는 떡류","빵류","100g","274.000","3.68","22.63","258.000","4.74","19930199349865","2026-05-07"
"피코크","P101-409000400-1202","피코크마몰로초코케이크","천일식품㈜","과자류·빵류 또는 떡류","빵류","100g","374.000","4.74","30.53","195.000","9.47","19930199349926","2026-05-07"
"피코크","P123-221020200-0005","피코크엄마기준에너지노트그린","(주)엄마사랑","즉석식품류","즉석섭취식품","100g","460.000","13.33","20.00","43.00","3.33","20020415029782","2026-05-07"
"피코크","P123-221020200-0006","피코크엄마기준에너지노트레드","(주)엄마사랑","즉석식품류","즉석섭취식품","100g","440.000","6.00","24.00","40.00","0.00","20020415029783","2026-05-07"
"피코크","P123-221020200-0007","피코크엄마기준에너지노트블랙","(주)엄마사랑","즉석식품류","즉석섭취식품","100g","446.000","8.57","22.86","37.00","2.86","20020415029784","2026-05-07"
"피코크","P123-221020200-0008","피코크엄마기준에너지노트옐로우","(주)엄마사랑","즉석식품류","즉석섭취식품","100g","470.000","8.33","20.00","43.00","3.33","20020415029786","2026-05-07"
"피코크","P123-221020200-0009","피코크엄마기준에너지노트화이트","(주)엄마사랑","즉석식품류","즉석섭취식품","100g","480.000","6.00","16.00","60.00","8.00","20020415029785","2026-05-07"
"하림","P117-100010300-0303","(신)하림챔오리지널","㈜하림","식육가공품 및 포장육","프레스햄","100g","105.000","20.00","1.00","480.000","0.30","199804760021860","2026-05-07"
"하림","P117-700060000-0706","하림 간장 찜닭","(주)하림 제2공장","식육가공품 및 포장육","해당없음","100g","110.000","8.00","3.00","270.000","1.00","20200480044143","2026-05-07"
"하림","P123-210020300-0359","하림 간장 찜닭","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","110.000","8.00","3.00","270.000","1.00","2020049145664","2026-05-07"
"하림","P118-100010700-0139","하림 깐메추리알","새한푸드","알가공품류","알가열제품","100g","132.000","11.00","0.00","115.000","4.00","201605750016","2026-05-07"
"하림","P113-206020400-8738","하림 깐풍기 소스","㈜하림산업 함열식품 1공장","조미식품","소스","100g","104.000","0.77","13.85","1,000.000","0.31","20200491392631","2026-06-01"
"하림","P117-501050100-1680","하림 꼬들한 매콤 닭목살","(주)하림 제2공장","식육가공품 및 포장육","양념육","100g","127.000","11.73","4.67","617.000","1.73","20200480044156","2026-05-07"
"하림","P123-208020300-1413","하림 냄비요리 부대찌개","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","116.000","6.50","1.00","442.000","2.50","2020049145689","2026-06-01"
"하림","P123-217020300-1004","하림 냄비요리 즉석닭떡볶이","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","148.000","4.67","4.67","347.000","1.83","2020049145688","2026-06-01"
"하림","P117-800060000-0519","하림 누룽지 반마리 삼계탕","(주)하림 제2공장","식육가공품 및 포장육","해당없음","100g","62.00","6.50","0.33","235.000","0.65","20200480044175","2026-05-07"
"하림","P117-800060000-0520","하림 누룽지 반마리 삼계탕","㈜하림","식육가공품 및 포장육","해당없음","100g","100.000","10.54","0.54","381.000","1.05","199804760021975","2026-05-07"
"하림","P117-501050100-1053","하림 누룽지 순살치킨","㈜하림","식육가공품 및 포장육","양념육","100g","220.000","12.00","1.00","460.000","4.40","199804760021866","2026-05-07"
"하림","P117-501050100-1054","하림 누룽지 치킨 윙스틱","㈜하림","식육가공품 및 포장육","양념육","100g","140.000","17.00","0.40","320.000","1.90","199804760021869","2026-05-07"
"하림","P117-501050100-1055","하림 누룽지 치킨다리","㈜하림","식육가공품 및 포장육","양념육","100g","140.000","17.00","0.40","320.000","1.90","199804760021870","2026-05-07"
"하림","P117-800050200-0837","하림 누룽지 치킨텐더","㈜하림","식육가공품 및 포장육","분쇄가공육제품","100g","200.000","15.00","2.00","450.000","2.90","199804760021867","2026-05-07"
"하림","P117-501050100-3299","하림 달콤양념 순살치킨","㈜ 원일에프앤에프","식육가공품 및 포장육","양념육","100g","295.000","16.00","15.00","540.000","2.70","2022057602333","2026-05-07"
"하림","P117-501050100-3300","하림 달콤양념 순살치킨","㈜하림산업 함열식품 1공장","식육가공품 및 포장육","양념육","100g","295.000","16.00","4.00","540.000","3.00","20200480040173","2026-05-07"
"하림","P117-100010100-2046","하림 닭가슴살 블랙페퍼","(주)하림 제2공장","식육가공품 및 포장육","햄","100g","115.000","24.00","1.00","410.000","0.40","2024_RD_11111","2026-06-01"
"하림","P117-201020100-0599","하림 닭가슴살 소시지 불닭","㈜하림","식육가공품 및 포장육","소시지","100g","133.000","17.50","0.83","567.000","0.75","199804760021348","2026-05-07"
"하림","P117-201020100-0600","하림 닭가슴살 소시지 오리지널","㈜하림","식육가공품 및 포장육","소시지","100g","133.000","19.17","1.67","450.000","0.50","199804760021346","2026-05-07"
"하림","P117-201020100-0601","하림 닭가슴살 소시지 훈제","㈜하림","식육가공품 및 포장육","소시지","100g","138.000","20.00","2.50","483.000","1.00","199804760021347","2026-05-07"
"하림","P109-801080100-5785","하림 닭가슴살 프로틴 고소한맛","(주)서울에프엔비횡성지점","음료류","혼합음료","100mL","50.00","8.75","1.25","167.000","0.50","20080395120889","2026-05-14"
"하림","P117-800050200-1127","하림 동글 미트볼","(주)하늘푸드","식육가공품 및 포장육","분쇄가공육제품","100g","210.000","9.00","2.00","500.000","3.30","20140262037101","2026-05-07"
"하림","P117-201020100-1793","하림 마늘후랑크","㈜하림","식육가공품 및 포장육","소시지","100g","236.000","14.29","1.43","614.000","5.00","199804760021977","2026-05-07"
"하림","P113-206020400-7620","하림 맑은멸치떡국육수","㈜하림산업 함열식품 1공장","조미식품","소스","100g","105.000","5.00","9.00","5,830.000","0.00","20200491392678","2026-05-07"
"하림","P117-201020100-1936","하림 맛닭가슴살 엽떡맛","㈜하림","식육가공품 및 포장육","소시지","100g","195.000","17.00","4.00","600.000","2.50","199804760021992","2026-05-07"
"하림","P117-501050100-1681","하림 매콤 닭갈비","(주)하림 제2공장","식육가공품 및 포장육","양념육","100g","200.000","16.00","5.00","620.000","2.40","20200480044142","2026-05-07"
"하림","P123-212020300-2002","하림 매콤한무뼈닭발","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","201.000","13.33","4.67","553.000","1.67","2020049145683","2026-05-07"
"하림","P117-201020100-1794","하림 매콤후랑크","㈜하림","식육가공품 및 포장육","소시지","100g","221.000","14.29","2.86","729.000","4.57","199804760021751","2026-05-07"
"하림","P117-800080000-0191","하림 멘치카츠","㈜하림산업 함열식품 1공장","식육가공품 및 포장육","해당없음","100g","225.000","10.00","2.00","350.000","6.00","20200491392576","2026-05-07"
"하림","P108-013000100-0208","하림 생칼국수면","㈜이가자연면","면류","생면","100g","277.000","5.17","3.77","295.000","0.18","200604451941161","2026-05-07"
"하림","P114-300030000-1606","하림 소스 닭가슴살 마라","(주)시즈너","절임류 또는 조림류","해당없음","100g","183.000","10.37","5.19","970.000","0.89","20100444077101","2026-05-14"
"하림","P114-300030000-1607","하림 소스 닭가슴살 짜장","(주)시즈너","절임류 또는 조림류","해당없음","100g","148.000","10.37","9.63","1,052.000","0.67","20100444077100","2026-05-14"
"하림","P114-300030000-1608","하림 소스닭가슴살 고추나라 맛다시","(주)시즈너","절임류 또는 조림류","해당없음","100g","217.000","10.37","8.89","1,407.000","0.89","2010044407799","2026-05-14"
"하림","P117-501050100-3301","하림 소이갈릭 순살치킨","㈜ 원일에프앤에프","식육가공품 및 포장육","양념육","100g","320.000","15.00","6.00","640.000","2.80","2022057602331","2026-05-07"
"하림","P117-501050100-3302","하림 소이갈릭 순살치킨","㈜하림산업 함열식품 1공장","식육가공품 및 포장육","양념육","100g","320.000","15.00","6.00","640.000","2.80","20200480040174","2026-05-07"
"하림","P117-501050100-3303","하림 소이갈릭 치킨봉","㈜ 원일에프앤에프","식육가공품 및 포장육","양념육","100g","307.000","14.00","2.00","553.000","8.33","2022057602330","2026-05-07"
"하림","P117-501050100-3304","하림 소이갈릭 치킨봉","㈜하림산업 함열식품 1공장","식육가공품 및 포장육","양념육","100g","303.000","15.44","1.57","562.000","7.99","20200480040175","2026-05-07"
"하림","P117-100010100-1263","하림 수비드 닭가슴살 트러플","(주)하림 제2공장","식육가공품 및 포장육","햄","100g","110.000","20.00","0.30","590.000","0.00","20200480044163","2026-05-07"
"하림","P117-100010100-1264","하림 수비드 닭가슴살 하바네로","(주)하림 제2공장","식육가공품 및 포장육","햄","100g","110.000","21.00","1.00","750.000","0.00","20200480044162","2026-05-07"
"하림","P117-800060000-0004","하림 순수한 맑은 닭육수","㈜하림산업 함열식품 1공장","식육가공품 및 포장육","해당없음","100g","7.00","1.70","0.00","30.00","0.00","2020048004097","2026-05-07"
"하림","P117-501050200-0975","하림 아이스치킨 달콤간장","㈜하림","식육가공품 및 포장육","분쇄가공육제품","100g","307.000","12.67","9.33","627.000","2.40","199804760021978","2026-05-07"
"하림","P117-501050200-0976","하림 아이스치킨 레드칠리","㈜하림","식육가공품 및 포장육","분쇄가공육제품","100g","307.000","12.00","11.33","680.000","2.33","199804760021979","2026-05-07"
"하림","P117-501050200-0977","하림 아이스치킨 크림버터","㈜하림","식육가공품 및 포장육","분쇄가공육제품","100g","277.000","11.33","7.33","333.000","7.33","199804760021985","2026-05-07"
"하림","P109-201020000-1628","하림 오!늘단백 밀크 돌체라떼","(주)함소아제약 익산공장","음료류","해당없음","100mL","49.00","8.40","2.40","23.00","0.12","2022068312958","2026-05-07"
"하림","P101-106000100-7120","하림 오!늘단백 밀크초코 카라멜 바","(주)삼아인터내셔날","과자류·빵류 또는 떡류","과자","100g","375.000","33.33","6.25","562.000","7.71","19910461077543","2026-05-14"
"하림","P101-106000100-7121","하림 오!늘단백 밀크초코 피스타치오 바","(주)삼아인터내셔날","과자류·빵류 또는 떡류","과자","100g","365.000","33.33","6.25","521.000","7.92","19910461077544","2026-05-14"
"하림","P119-204020400-0734","하림 오!늘단백 초코라떼","(주)함소아제약 익산공장","유가공품류","가공유","100mL","54.00","8.40","1.20","40.00","0.40","2022066700522","2026-05-07"
"하림","P119-204020400-0735","하림 오!늘단백 카라멜라떼","(주)함소아제약 익산공장","유가공품류","가공유","100mL","63.00","8.40","2.40","80.00","0.52","2022066700521","2026-05-07"
"하림","P101-103000100-0865","하림 오!늘단백 프로틴 쿠키 버터코코넛","(주)삼아인터내셔날","과자류·빵류 또는 떡류","과자","100g","490.000","8.37","36.72","117.000","10.45","19910461077529","2026-05-07"
"하림","P101-103000100-0866","하림 오!늘단백 프로틴 쿠키 초코","(주)삼아인터내셔날","과자류·빵류 또는 떡류","과자","100g","490.000","8.37","36.72","117.000","10.45","19910461077530","2026-05-07"
"하림","P117-501050100-5741","하림 오븐구이 순살치킨","㈜하림","식육가공품 및 포장육","양념육","100g","152.000","17.00","2.00","530.000","1.80","199804760022024","2026-05-14"
"하림","P117-501050100-5742","하림 오븐구이 윙봉콤보","㈜하림","식육가공품 및 포장육","양념육","100g","534.000","52.00","6.00","1,580.000","9.00","199804760022025","2026-05-14"
"하림","P117-501050100-5743","하림 오븐구이 조각치킨","㈜하림","식육가공품 및 포장육","양념육","100g","164.000","19.00","2.00","550.000","2.50","199804760022023","2026-05-14"
"하림","P123-302030100-1674","하림 용가리만두","㈜푸르온","즉석식품류","만두","100g","195.000","10.00","1.67","437.000","2.67","19990461386882","2026-05-07"
"하림","P117-100010100-2032","하림 직화 닭가슴살 바베큐구이맛","(주)오뗄 포천용정지점","식육가공품 및 포장육","햄","100g","126.000","23.00","3.00","750.000","0.60","20180267093409","2026-05-14"
"하림","P113-206020400-7621","하림 진한사골떡국육수","㈜하림산업 함열식품 1공장","조미식품","소스","100g","155.000","18.00","0.00","4,090.000","2.80","20200491392681","2026-05-07"
"하림","P117-201020100-2194","하림 참맛 후랑크","㈜하림","식육가공품 및 포장육","소시지","100g","230.000","13.33","1.33","587.000","4.00","199804760022022","2026-05-07"
"하림","P117-201020100-0602","하림 참맛후랑크","㈜하림","식육가공품 및 포장육","소시지","100g","250.000","13.75","1.25","725.000","5.25","19980476002833","2026-05-07"
"하림","P123-201020300-5652","하림 찹쌀밥","㈜하림산업 함열식품 3공장","즉석식품류","즉석조리식품","100g","157.000","2.64","0.00","21.00","0.10","2020049117040","2026-05-07"
"하림","P108-003000400-0956","하림 챔라면 컵","㈜하림산업 함열식품 2공장","면류","유탕면","100g","277.000","7.18","1.54","1,061.000","4.10","2020049153435","2026-05-14"
"하림","P101-416000400-0684","하림 체다할라피뇨 육즙핫도그","㈜하림산업 함열식품 1공장","과자류·빵류 또는 떡류","빵류","100g","306.000","7.50","8.75","575.000","6.25","20200491392699","2026-05-14"
"하림","P117-501050200-0674","하림 치킨 탕수육","주식회사시즈너FS","식육가공품 및 포장육","분쇄가공육제품","100g","215.000","14.00","5.00","590.000","1.40","2009040501087","2026-05-07"
"하림","P117-800050200-0207","하림 치킨너겟","㈜하림","식육가공품 및 포장육","분쇄가공육제품","100g","210.000","13.00","0.00","410.000","4.90","199804760029","2026-05-07"
"하림","P101-416000400-0621","하림 카스테라 핫도그","㈜하림산업 함열식품 1공장","과자류·빵류 또는 떡류","빵류","100g","275.000","8.33","6.67","617.000","4.83","20200491392671","2026-05-07"
"하림","P117-100010100-2033","하림 칼집 닭가슴살 간장찜닭맛","주식회사 하림 제2공장","식육가공품 및 포장육","햄","100g","110.000","20.00","4.00","490.000","0.40","20200480044180","2026-05-14"
"하림","P117-100010100-2034","하림 칼집 닭가슴살 고추짬뽕맛","주식회사 하림 제2공장","식육가공품 및 포장육","햄","100g","114.000","20.00","3.00","550.000","0.60","20200480044181","2026-05-14"
"하림","P117-100010100-2035","하림 칼집 닭가슴살 깐풍기맛","주식회사 하림 제2공장","식육가공품 및 포장육","햄","100g","115.000","20.00","5.00","450.000","0.40","20200480044182","2026-05-14"
"하림","P117-100010100-2036","하림 칼집 닭가슴살 마라탕맛","주식회사 하림 제2공장","식육가공품 및 포장육","햄","100g","108.000","20.00","3.00","490.000","0.50","20200480044183","2026-05-14"
"하림","P117-100010100-2037","하림 칼집 닭가슴살 사천짜장맛","주식회사 하림 제2공장","식육가공품 및 포장육","햄","100g","114.000","20.00","4.00","520.000","0.40","20200480044184","2026-05-14"
"하림","P117-100010100-2038","하림 칼집 닭가슴살 철판볶음맛","주식회사 하림 제2공장","식육가공품 및 포장육","햄","100g","109.000","20.00","4.00","540.000","0.42","20200480044185","2026-05-14"
"하림","P117-700060000-0707","하림 칼칼 닭볶음탕","(주)하림 제2공장","식육가공품 및 포장육","해당없음","100g","110.000","9.00","3.00","320.000","1.20","20200480044144","2026-05-07"
"하림","P123-207020300-2239","하림 칼칼 닭볶음탕","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","110.000","9.00","3.00","320.000","1.20","2020049145663","2026-05-07"
"하림","P117-501050100-3305","하림 크림버터 순살치킨","㈜ 원일에프앤에프","식육가공품 및 포장육","양념육","100g","320.000","16.00","4.00","510.000","4.20","2022057602332","2026-05-07"
"하림","P117-501050100-3306","하림 크림버터 순살치킨","㈜하림산업 함열식품 1공장","식육가공품 및 포장육","양념육","100g","320.000","16.00","4.00","10.00","4.20","20200480040176","2026-05-07"
"하림","P117-800050200-0208","하림 킹용가리치킨","㈜하림","식육가공품 및 포장육","분쇄가공육제품","100g","233.000","13.00","1.00","360.000","5.00","199804760021645","2026-05-07"
"하림","P123-302030100-3365","하림 탕수만두","㈜하림산업 함열식품 1공장","즉석식품류","만두","100g","200.000","8.00","2.00","330.000","3.90","20200491392726","2026-06-01"
"하림","P113-206020400-8739","하림 탕수만두 탕수소스","㈜하림산업 함열식품 1공장","조미식품","소스","100g","140.000","0.00","29.00","280.000","0.00","20200491392727","2026-06-01"
"하림","P113-206020400-8740","하림 탕수육 소스","㈜하림산업 함열식품 1공장","조미식품","소스","100g","123.000","0.77","27.69","515.000","0.00","20200491392627","2026-06-01"
"하림","P117-800050200-0209","하림 텐더스틱","㈜하림","식육가공품 및 포장육","분쇄가공육제품","100g","212.000","13.00","3.00","250.000","6.00","19980476002105","2026-05-07"
"하림","P107-301030100-0069","하림 튀김유","롯데웰푸드 주식회사 천안공장","식용유지류","혼합식용유","100g","900.000","0.00","0.00","0.00","37.00","199604490021900","2026-05-07"
"하림","P117-501050100-1682","하림 한마리 삼계육","㈜하림","식육가공품 및 포장육","양념육","100g","8.00","1.02","0.00","3.00","0.13","199804760021889","2026-05-07"
"하림","P117-501050100-1683","하림 화끈한 국물뼈닭발","(주)하림 제2공장","식육가공품 및 포장육","양념육","100g","110.000","9.87","4.60","433.000","1.00","20200480044154","2026-05-07"
"하림","P117-501050100-3307","하림 후라이드 순살치킨","㈜하림","식육가공품 및 포장육","양념육","100g","250.000","16.00","1.00","470.000","3.30","199804760021970","2026-05-07"
"하림","P117-501050100-3308","하림 후라이드 조각치킨","㈜하림","식육가공품 및 포장육","양념육","100g","250.000","15.00","1.00","400.000","5.00","199804760021973","2026-05-07"
"하림","P117-201020100-0598","하림 Real바 닭가슴살 블랙페퍼","㈜하림","식육가공품 및 포장육","소시지","100g","146.000","18.75","1.25","600.000","2.00","199804760021577","2026-05-07"
"하림","P118-100010700-0140","하림구운계란","행복담기 주식회사","알가공품류","알가열제품","100g","151.000","14.29","0.00","180.000","2.86","2015040501827","2026-05-07"
"하림","P123-207020300-3607","하림냄비요리곱도리탕","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","121.000","8.84","2.83","358.000","2.83","2020049145672","2026-05-07"
"하림","P123-212020300-1788","하림냄비요리닭두루치기","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","61.00","8.67","1.67","405.000","0.35","2020049145673","2026-05-07"
"하림","P123-207020300-3608","하림냄비요리닭볶음탕","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","119.000","11.67","2.50","432.000","1.17","2020049145677","2026-05-07"
"하림","P123-212020300-1789","하림냄비요리돼지두루치기","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","109.000","7.67","1.83","372.000","2.33","2020049145675","2026-05-07"
"하림","P123-212020300-1790","하림냄비요리오리두루치기","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","78.00","6.34","2.33","410.000","1.17","2020049145674","2026-05-07"
"하림","P123-210020300-0584","하림냄비요리찜닭","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","106.000","9.84","4.67","358.000","0.67","2020049145676","2026-05-07"
"하림","P117-100010100-0447","하림닭가슴살 오리지널","(주)하림 제2공장","식육가공품 및 포장육","햄","100g","115.000","24.00","0.40","420.000","0.30","20200480044130","2026-05-07"
"하림","P113-206020400-1390","하림마늘버터소스","주식회사 조흥","조미식품","소스","100g","300.000","1.00","31.00","330.000","9.00","199703111001982","2026-05-07"
"하림","P116-200020100-0202","하림만두전용분","대한제분㈜","농산가공식품류","밀가루","100g","355.000","10.00","0.00","0.00","0.00","198301900201241","2026-06-01"
"하림","P101-405000400-2465","하림모짜렐라치즈볼","(주)벨리푸드","과자류·빵류 또는 떡류","빵류","100g","364.000","7.14","2.14","279.000","9.29","20150368585455","2026-05-07"
"하림","P113-206020400-2037","하림미트볼토마토소스","주식회사 조흥","조미식품","소스","100g","70.00","2.00","9.00","570.000","0.30","199703111002113","2026-05-07"
"하림","P123-201020300-2771","하림밥은요리다안동식찜닭볶음밥","농업회사법인 주식회사 한우물","즉석식품류","즉석조리식품","100g","162.000","3.11","3.11","213.000","0.36","20080493074252","2026-05-07"
"하림","P123-201020300-2772","하림밥은요리다춘천식닭갈비볶음밥","농업회사법인 주식회사 한우물","즉석식품류","즉석조리식품","100g","171.000","4.89","4.00","284.000","0.53","20080493074251","2026-05-07"
"하림","P117-100010100-0154","하림버팔로핫윙(봉)","㈜하림","식육가공품 및 포장육","햄","100g","185.000","16.00","2.00","460.000","3.40","19980476002748","2026-05-07"
"하림","P113-206020400-1391","하림불닭양념소스","주식회사 조흥","조미식품","소스","100g","255.000","3.00","30.00","1,710.000","0.30","199703111001980","2026-05-07"
"하림","P117-201020100-0603","하림비엔나","㈜하림","식육가공품 및 포장육","소시지","100g","265.000","14.00","2.00","640.000","6.00","1998047600251","2026-05-07"
"하림","P113-206020400-4602","하림사천마파소스","㈜하림산업 함열식품 1공장","조미식품","소스","100g","163.000","3.33","7.33","1,013.000","1.40","20200491392623","2026-05-07"
"하림","P117-700060000-0708","하림삼계탕 眞","㈜하림","식육가공품 및 포장육","해당없음","100g","85.00","11.00","0.30","140.000","0.90","199804760021908","2026-05-07"
"하림","P117-700060000-0709","하림삼계탕 眞","(주)하림 제2공장","식육가공품 및 포장육","해당없음","100g","85.00","11.00","0.30","140.000","0.90","20200480044157","2026-05-07"
"하림","P117-800060000-1331","하림삼계탕眞","주식회사 하림 제2공장","식육가공품 및 포장육","해당없음","100g","85.00","11.00","0.30","140.000","0.90","20200480044132","2026-05-14"
"하림","P101-415000400-0380","하림시카고피자","(주)월드푸드","과자류·빵류 또는 떡류","빵류","100g","245.000","16.76","5.95","446.000","8.65","2019033680419","2026-05-07"
"하림","P113-206020400-1392","하림양념치킨소스","주식회사 조흥","조미식품","소스","100g","230.000","1.00","31.00","780.000","0.30","199703111001978","2026-05-07"
"하림","P113-206020400-1393","하림옛날돈까스소스","주식회사 조흥","조미식품","소스","100g","105.000","1.00","14.00","600.000","1.40","199703111001976","2026-05-07"
"하림","P101-405000400-2466","하림용가리치즈볼","(주)벨리푸드","과자류·빵류 또는 떡류","빵류","100g","343.000","14.29","10.71","386.000","11.79","20150368585464","2026-05-07"
"하림","P113-206020400-1394","하림유린기소스","주식회사 조흥","조미식품","소스","100g","185.000","1.00","42.00","970.000","0.20","199703111001975","2026-05-07"
"하림","P117-201020100-0607","하림이닭 닭가슴살 리얼 바","㈜하림","식육가공품 및 포장육","소시지","100g","144.000","18.75","1.25","625.000","2.13","199804760021353","2026-05-07"
"하림","P117-201020100-0608","하림이닭 닭가슴살 소시지 불닭","㈜하림","식육가공품 및 포장육","소시지","100g","150.000","19.17","2.50","325.000","1.83","199804760021291","2026-05-07"
"하림","P117-201020100-0609","하림이닭 닭가슴살 소시지 양파","㈜하림","식육가공품 및 포장육","소시지","100g","138.000","18.33","0.83","375.000","3.50","199804760021285","2026-05-07"
"하림","P117-201020100-0610","하림이닭 닭가슴살 소시지 오리지널","㈜하림","식육가공품 및 포장육","소시지","100g","146.000","20.00","0.83","333.000","2.42","199804760021284","2026-05-07"
"하림","P117-201020100-0611","하림이닭 닭가슴살 소시지 청양고추","㈜하림","식육가공품 및 포장육","소시지","100g","146.000","19.17","0.83","350.000","3.25","199804760021287","2026-05-07"
"하림","P117-201020100-0612","하림이닭 닭가슴살 소시지 치즈&갈릭","㈜하림","식육가공품 및 포장육","소시지","100g","146.000","18.33","1.67","342.000","3.92","199804760021286","2026-05-07"
"하림","P117-201020100-0613","하림이닭 닭가슴살 소시지 훈제","㈜하림","식육가공품 및 포장육","소시지","100g","138.000","19.17","0.83","333.000","1.42","199804760021288","2026-05-07"
"하림","P117-100010200-0096","하림이닭 닭가슴살 햄","㈜하림","식육가공품 및 포장육","생햄","100g","130.000","18.00","1.00","810.000","2.30","199804760021307		","2026-05-07"
"하림","P117-201020100-0605","하림이닭 닭가슴살 Real 바 갈릭","㈜하림","식육가공품 및 포장육","소시지","100g","144.000","18.75","1.25","550.000","2.25","199804760021713","2026-05-07"
"하림","P117-201020100-0606","하림이닭 닭가슴살 Real 바 치즈","㈜하림","식육가공품 및 포장육","소시지","100g","163.000","18.75","1.25","588.000","2.63","199804760021714","2026-05-07"
"하림","P117-700060000-0132","하림이닭 삼계탕","㈜하림","식육가공품 및 포장육","해당없음","100g","65.00","9.00","0.00","180.000","0.80","199804760021574","2026-05-07"
"하림","P117-100010100-0903","하림이닭 소스 잘 먹은 닭가슴살 갈비맛","주식회사 하림 제2공장","식육가공품 및 포장육","햄","100g","127.000","20.91","7.27","627.000","0.36","20200480044145","2026-05-14"
"하림","P117-501050100-3309","하림이닭 소스 잘 먹은 닭가슴살 갈비맛","(주)오뗄 이천지점","식육가공품 및 포장육","양념육","100g","132.000","17.27","10.91","891.000","0.27","20120262073313","2026-05-07"
"하림","P117-100010100-0904","하림이닭 소스 잘 먹은 닭가슴살 매콤떡볶이맛","주식회사 하림 제2공장","식육가공품 및 포장육","햄","100g","114.000","19.09","4.55","564.000","0.27","20200480044146","2026-05-14"
"하림","P117-501050100-2268","하림이닭 소스 잘 먹은 닭가슴살 매콤떡볶이맛","(주)오뗄 이천지점","식육가공품 및 포장육","양념육","100g","123.000","20.00","5.46","482.000","0.27","20120262073300","2026-05-07"
"하림","P117-100010100-0905","하림이닭 소스 잘 먹은 닭가슴살 양념치킨맛","(주)하림 제2공장","식육가공품 및 포장육","햄","100g","118.000","18.18","6.36","509.000","0.27","20200480044147","2026-05-07"
"하림","P117-501050100-2269","하림이닭 소스 잘 먹은 닭가슴살 양념치킨맛","(주)오뗄 이천지점","식육가공품 및 포장육","양념육","100g","127.000","19.09","7.27","427.000","0.27","20120262073301","2026-05-07"
"하림","P117-501050200-0675","하림이닭 소스 잘 먹은 닭가슴살 큐브 갈비맛","㈜하림","식육가공품 및 포장육","분쇄가공육제품","100g","195.000","17.00","7.00","480.000","2.70","199804760021971","2026-05-07"
"하림","P117-501050200-0676","하림이닭 소스 잘 먹은 닭가슴살 큐브 양념치킨맛","㈜하림","식육가공품 및 포장육","분쇄가공육제품","100g","195.000","20.00","6.00","530.000","2.80","199804760021972","2026-05-07"
"하림","P117-100010100-1397","하림이닭 소스 잘 먹은 닭다리살 갈비맛","주식회사 하림 제2공장","식육가공품 및 포장육","햄","100g","165.000","17.00","6.00","700.000","1.70","20200480044167","2026-05-14"
"하림","P117-100010100-1398","하림이닭 소스 잘 먹은 닭다리살 양념치킨맛","주식회사 하림 제2공장","식육가공품 및 포장육","햄","100g","150.000","18.00","4.00","510.000","1.70","20200480044168","2026-05-14"
"하림","P117-700060000-0133","하림이닭 자연실록 삼계탕","㈜하림","식육가공품 및 포장육","해당없음","100g","75.00","8.00","0.00","160.000","0.80","199804760021699","2026-05-07"
